node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADORA2B	GRK7	9606.ENSP00000304501	9606.ENSP00000264952	0	0	0	0	0	0.151	0	0	0.150
ADORA2B	ADORA1	9606.ENSP00000304501	9606.ENSP00000356205	0	0	0	0.913	0	0.219	0	0	0.219
ADORA2B	ADORA2A	9606.ENSP00000304501	9606.ENSP00000336630	0	0	0	0.954	0	0.324	0	0	0.324
ADORA3	ATP12A	9606.ENSP00000358730	9606.ENSP00000218548	0	0	0	0	0	0.233	0	0	0.232
ADORA3	GRK7	9606.ENSP00000358730	9606.ENSP00000264952	0	0	0	0	0	0.151	0	0	0.150
ADRB1	GRK7	9606.ENSP00000358301	9606.ENSP00000264952	0	0	0	0	0	0.151	0	0	0.150
ADRB1	ADRB2	9606.ENSP00000358301	9606.ENSP00000305372	0	0	0	0.937	0	0.182	0	0	0.181
ADRB1	PDE4D	9606.ENSP00000358301	9606.ENSP00000345502	0	0	0	0	0	0.182	0	0	0.181
ADRB1	ADORA1	9606.ENSP00000358301	9606.ENSP00000356205	0	0	0	0.660	0	0.270	0	0	0.270
ADRB2	OPRD1	9606.ENSP00000305372	9606.ENSP00000234961	0	0	0	0.674	0	0.312	0	0	0.311
ADRB2	MDM2	9606.ENSP00000305372	9606.ENSP00000258149	0	0	0	0	0	0.334	0	0	0.334
ADRB2	IL1B	9606.ENSP00000305372	9606.ENSP00000263341	0	0	0	0	0	0.213	0	0	0.213
ADRB2	PRKCG	9606.ENSP00000305372	9606.ENSP00000263431	0	0	0	0	0	0.176	0	0	0.175
ADRB2	GRK7	9606.ENSP00000305372	9606.ENSP00000264952	0	0	0	0	0	0.151	0	0	0.150
ADRB2	ERBB2	9606.ENSP00000305372	9606.ENSP00000269571	0	0	0	0	0	0.360	0	0	0.360
ADRB2	INSR	9606.ENSP00000305372	9606.ENSP00000303830	0	0	0	0	0	0.225	0	0	0.225
ADRB2	HDAC6	9606.ENSP00000305372	9606.ENSP00000334061	0	0	0	0	0	0.191	0	0	0.191
ADRB2	PRKCD	9606.ENSP00000305372	9606.ENSP00000378217	0	0	0	0	0	0.213	0	0	0.213
ADRB2	ADORA1	9606.ENSP00000305372	9606.ENSP00000356205	0	0	0	0.673	0	0.270	0	0	0.270
ADRB2	ADRB1	9606.ENSP00000305372	9606.ENSP00000358301	0	0	0	0.937	0	0.182	0	0	0.181
ADRB2	ADRB3	9606.ENSP00000305372	9606.ENSP00000343782	0	0	0	0.919	0	0.213	0	0	0.213
ADRB2	SRC	9606.ENSP00000305372	9606.ENSP00000362680	0	0	0	0	0	0.494	0	0	0.494
ADRB3	GRK7	9606.ENSP00000343782	9606.ENSP00000264952	0	0	0	0	0	0.151	0	0	0.150
ADRB3	ADRB2	9606.ENSP00000343782	9606.ENSP00000305372	0	0	0	0.919	0	0.213	0	0	0.213
ADRB3	SRC	9606.ENSP00000343782	9606.ENSP00000362680	0	0	0	0	0	0.281	0	0	0.281
ALK	MAPK1	9606.ENSP00000373700	9606.ENSP00000215832	0	0	0	0	0	0.377	0	0	0.377
ALK	TRAP1	9606.ENSP00000373700	9606.ENSP00000246957	0	0	0	0	0	0.161	0	0	0.161
ALK	MAPK3	9606.ENSP00000373700	9606.ENSP00000263025	0	0	0	0	0	0.182	0	0	0.181
ALK	PRKCQ	9606.ENSP00000373700	9606.ENSP00000263125	0	0	0	0.548	0	0.327	0	0	0.327
ALK	ERBB2	9606.ENSP00000373700	9606.ENSP00000269571	0	0	0	0.565	0	0.415	0	0	0.415
ALK	KIT	9606.ENSP00000373700	9606.ENSP00000288135	0	0	0	0.588	0	0.392	0	0	0.392
ALK	PIK3CB	9606.ENSP00000373700	9606.ENSP00000289153	0	0	0	0	0	0.317	0	0	0.317
ALK	MERTK	9606.ENSP00000373700	9606.ENSP00000295408	0	0	0	0.611	0	0.394	0	0	0.394
ALK	LRRK2	9606.ENSP00000373700	9606.ENSP00000298910	0	0	0	0.541	0	0.168	0	0	0.167
ALK	AXL	9606.ENSP00000373700	9606.ENSP00000301178	0	0	0	0.642	0	0.236	0	0	0.236
ALK	MAP2K1	9606.ENSP00000373700	9606.ENSP00000302486	0	0	0	0.562	0	0.178	0	0	0.177
ALK	PTPN11	9606.ENSP00000373700	9606.ENSP00000340944	0	0	0	0	0	0.164	0	0	0.163
ALK	RET	9606.ENSP00000373700	9606.ENSP00000347942	0	0	0	0.598	0	0.391	0	0	0.390
ALK	HSP90AB1	9606.ENSP00000373700	9606.ENSP00000360609	0	0	0	0	0	0.237	0	0	0.237
ALK	CDK9	9606.ENSP00000373700	9606.ENSP00000362361	0	0	0	0.565	0	0.269	0	0	0.269
ALK	SRC	9606.ENSP00000373700	9606.ENSP00000362680	0	0	0	0.696	0	0.316	0	0	0.316
ALK	JAK2	9606.ENSP00000373700	9606.ENSP00000371067	0	0	0	0.557	0	0.270	0	0	0.270
ALK	MAP3K6	9606.ENSP00000373700	9606.ENSP00000419591	0	0	0	0.542	0	0.152	0	0	0.151
ALK	PDK1	9606.ENSP00000373700	9606.ENSP00000376352	0	0	0	0	0	0.158	0	0	0.157
ALK	MAP3K1	9606.ENSP00000373700	9606.ENSP00000382423	0	0	0	0.541	0	0.296	0	0	0.296
ALK	JAK3	9606.ENSP00000373700	9606.ENSP00000391676	0	0	0	0.555	0	0.486	0	0	0.485
AR	MAPK1	9606.ENSP00000363822	9606.ENSP00000215832	0	0	0	0	0	0.497	0	0	0.497
AR	GSK3A	9606.ENSP00000363822	9606.ENSP00000222330	0	0	0	0	0	0.297	0	0	0.297
AR	NR3C1	9606.ENSP00000363822	9606.ENSP00000231509	0	0	0	0.816	0	0.213	0	0	0.213
AR	CDC25B	9606.ENSP00000363822	9606.ENSP00000245960	0	0	0	0	0	0.270	0	0	0.270
AR	MDM2	9606.ENSP00000363822	9606.ENSP00000258149	0	0	0	0	0	0.898	0	0	0.898
AR	CREBBP	9606.ENSP00000363822	9606.ENSP00000262367	0	0	0	0	0	0.788	0	0	0.788
AR	BRD4	9606.ENSP00000363822	9606.ENSP00000263377	0	0	0	0	0	0.644	0	0	0.644
AR	CDC25A	9606.ENSP00000363822	9606.ENSP00000303706	0	0	0	0	0	0.213	0	0	0.213
AR	PRKCB	9606.ENSP00000363822	9606.ENSP00000305355	0	0	0	0	0	0.270	0	0	0.270
AR	CASP3	9606.ENSP00000363822	9606.ENSP00000311032	0	0	0	0	0	0.228	0	0	0.228
AR	PRKDC	9606.ENSP00000363822	9606.ENSP00000313420	0	0	0	0	0	0.496	0	0	0.496
AR	GSK3B	9606.ENSP00000363822	9606.ENSP00000324806	0	0	0	0	0	0.482	0	0	0.482
AR	LCK	9606.ENSP00000363822	9606.ENSP00000337825	0	0	0	0	0	0.160	0	0	0.160
AR	PTPN11	9606.ENSP00000363822	9606.ENSP00000340944	0	0	0	0	0	0.184	0	0	0.184
AR	MAK	9606.ENSP00000363822	9606.ENSP00000346484	0	0	0	0	0	0.270	0	0	0.270
AR	NR3C2	9606.ENSP00000363822	9606.ENSP00000350815	0	0	0	0.779	0	0.213	0	0	0.213
AR	CASP8	9606.ENSP00000363822	9606.ENSP00000351273	0	0	0	0	0	0.345	0	0	0.345
AR	CASP7	9606.ENSP00000363822	9606.ENSP00000358327	0	0	0	0	0	0.228	0	0	0.228
AR	JUN	9606.ENSP00000363822	9606.ENSP00000360266	0	0	0	0	0	0.499	0	0	0.499
AR	HSP90AB1	9606.ENSP00000363822	9606.ENSP00000360609	0	0	0	0	0	0.285	0	0	0.285
AR	CDK9	9606.ENSP00000363822	9606.ENSP00000362361	0	0	0	0	0	0.270	0	0	0.270
AR	HDAC1	9606.ENSP00000363822	9606.ENSP00000362649	0	0	0	0	0	0.762	0	0	0.762
AR	SRC	9606.ENSP00000363822	9606.ENSP00000362680	0	0	0	0	0	0.839	0	0	0.839
AR	SYK	9606.ENSP00000363822	9606.ENSP00000364907	0	0	0	0	0	0.160	0	0	0.160
AR	IARS	9606.ENSP00000363822	9606.ENSP00000364794	0	0	0	0	0	0.213	0	0	0.213
AR	IL6ST	9606.ENSP00000363822	9606.ENSP00000370698	0	0	0	0	0	0.270	0	0	0.270
AR	PPP2CA	9606.ENSP00000363822	9606.ENSP00000418447	0	0	0	0	0	0.282	0	0	0.282
AR	CASP1	9606.ENSP00000363822	9606.ENSP00000433138	0	0	0	0	0	0.228	0	0	0.228
AR	HDAC2	9606.ENSP00000363822	9606.ENSP00000430432	0	0	0	0	0	0.298	0	0	0.298
AR	CDK1	9606.ENSP00000363822	9606.ENSP00000378699	0	0	0	0	0	0.226	0	0	0.226
ATP12A	SCN9A	9606.ENSP00000218548	9606.ENSP00000386306	0	0	0	0	0	0.160	0	0	0.159
ATP12A	ADORA3	9606.ENSP00000218548	9606.ENSP00000358730	0	0	0	0	0	0.233	0	0	0.232
ATP2A1	IARS	9606.ENSP00000349595	9606.ENSP00000364794	0	0	0	0	0	0.155	0	0	0.154
ATP2A1	TLR9	9606.ENSP00000349595	9606.ENSP00000353874	0	0	0	0	0	0.174	0	0	0.173
AURKA	LRRK2	9606.ENSP00000216911	9606.ENSP00000298910	0	0	0	0.608	0	0.173	0	0	0.172
AURKA	BRAF	9606.ENSP00000216911	9606.ENSP00000288602	0	0	0	0.614	0	0.159	0	0	0.159
AURKA	PRKCZ	9606.ENSP00000216911	9606.ENSP00000367830	0	0	0	0.690	0	0.213	0	0	0.213
AURKA	SIRT2	9606.ENSP00000216911	9606.ENSP00000249396	0	0	0	0	0	0.182	0	0	0.181
AURKA	PPP2CA	9606.ENSP00000216911	9606.ENSP00000418447	0	0	0	0	0	0.185	0	0	0.185
AURKA	IKBKB	9606.ENSP00000216911	9606.ENSP00000430684	0	0	0	0.621	0	0.295	0	0	0.295
AURKA	HDAC2	9606.ENSP00000216911	9606.ENSP00000430432	0	0	0	0	0	0.270	0	0	0.270
AURKA	PARP1	9606.ENSP00000216911	9606.ENSP00000355759	0	0	0	0	0	0.155	0	0	0.154
AURKA	CDKN1B	9606.ENSP00000216911	9606.ENSP00000228872	0	0	0	0	0	0.308	0	0	0.308
AURKA	BCL2L1	9606.ENSP00000216911	9606.ENSP00000302564	0	0	0	0	0	0.270	0	0	0.270
AURKA	CDK2	9606.ENSP00000216911	9606.ENSP00000266970	0	0	0	0.760	0	0.326	0	0	0.326
AURKA	MDM2	9606.ENSP00000216911	9606.ENSP00000258149	0	0	0	0	0	0.270	0	0	0.270
AURKA	PPP1CC	9606.ENSP00000216911	9606.ENSP00000341779	0	0	0	0	0	0.546	0	0	0.546
AURKA	HDAC6	9606.ENSP00000216911	9606.ENSP00000334061	0	0	0	0	0	0.270	0	0	0.270
AURKA	CDC25B	9606.ENSP00000216911	9606.ENSP00000245960	0	0	0	0	0	0.213	0	0	0.213
AURKA	GSK3B	9606.ENSP00000216911	9606.ENSP00000324806	0	0	0	0.624	0	0.689	0	0	0.689
AURKA	CDK1	9606.ENSP00000216911	9606.ENSP00000378699	0	0	0	0.755	0	0.326	0	0	0.326
AURKA	AURKB	9606.ENSP00000216911	9606.ENSP00000313950	0	0	0	0.959	0	0.308	0	0	0.307
AURKB	AURKA	9606.ENSP00000313950	9606.ENSP00000216911	0	0	0	0.959	0	0.308	0	0	0.307
AURKB	TRAP1	9606.ENSP00000313950	9606.ENSP00000246957	0	0	0	0	0	0.270	0	0	0.270
AURKB	SIRT2	9606.ENSP00000313950	9606.ENSP00000249396	0	0	0	0	0	0.155	0	0	0.154
AURKB	LRRK2	9606.ENSP00000313950	9606.ENSP00000298910	0	0	0	0.635	0	0.173	0	0	0.172
AURKB	CDC25A	9606.ENSP00000313950	9606.ENSP00000303706	0	0	0	0	0	0.270	0	0	0.270
AURKB	FASN	9606.ENSP00000313950	9606.ENSP00000304592	0	0	0	0	0	0.270	0	0	0.270
AURKB	PRKDC	9606.ENSP00000313950	9606.ENSP00000313420	0	0	0	0	0	0.314	0	0	0.314
AURKB	PRKCZ	9606.ENSP00000313950	9606.ENSP00000367830	0	0	0	0.718	0	0.213	0	0	0.213
AURKB	IMPDH2	9606.ENSP00000313950	9606.ENSP00000321584	0	0	0	0	0	0.270	0	0	0.270
AURKB	ITK	9606.ENSP00000313950	9606.ENSP00000398655	0	0	0	0.622	0	0.295	0	0	0.295
AURKB	PPP2CA	9606.ENSP00000313950	9606.ENSP00000418447	0	0	0	0	0	0.379	0	0	0.379
AURKB	PARP1	9606.ENSP00000313950	9606.ENSP00000355759	0	0	0	0	0	0.182	0	0	0.181
AURKB	HSP90AB1	9606.ENSP00000313950	9606.ENSP00000360609	0	0	0	0	0	0.743	0	0	0.743
AURKB	PPP1CC	9606.ENSP00000313950	9606.ENSP00000341779	0	0	0	0	0	0.519	0	0	0.519
AURKB	CDK1	9606.ENSP00000313950	9606.ENSP00000378699	0	0	0	0.726	0	0.326	0	0	0.326
AXL	TRAP1	9606.ENSP00000301178	9606.ENSP00000246957	0	0	0	0	0	0.161	0	0	0.161
AXL	FLT4	9606.ENSP00000301178	9606.ENSP00000261937	0	0	0	0.600	0	0.400	0	0	0.400
AXL	TYRO3	9606.ENSP00000301178	9606.ENSP00000263798	0	0	0	0.903	0	0.285	0	0	0.285
AXL	KIT	9606.ENSP00000301178	9606.ENSP00000288135	0	0	0	0.586	0	0.392	0	0	0.392
AXL	MERTK	9606.ENSP00000301178	9606.ENSP00000295408	0	0	0	0.899	0	0.397	0	0	0.396
AXL	MAP3K6	9606.ENSP00000301178	9606.ENSP00000419591	0	0	0	0.543	0	0.152	0	0	0.151
AXL	PDK1	9606.ENSP00000301178	9606.ENSP00000376352	0	0	0	0	0	0.158	0	0	0.157
AXL	MAP2K1	9606.ENSP00000301178	9606.ENSP00000302486	0	0	0	0.570	0	0.178	0	0	0.177
AXL	LCK	9606.ENSP00000301178	9606.ENSP00000337825	0	0	0	0.707	0	0.307	0	0	0.307
AXL	HSP90AB1	9606.ENSP00000301178	9606.ENSP00000360609	0	0	0	0	0	0.237	0	0	0.237
AXL	ROS1	9606.ENSP00000301178	9606.ENSP00000357494	0	0	0	0.641	0	0.236	0	0	0.236
AXL	ALK	9606.ENSP00000301178	9606.ENSP00000373700	0	0	0	0.642	0	0.236	0	0	0.236
AXL	RET	9606.ENSP00000301178	9606.ENSP00000347942	0	0	0	0.634	0	0.389	0	0	0.388
AXL	NTRK1	9606.ENSP00000301178	9606.ENSP00000431418	0	0	0	0.632	0	0.398	0	0	0.398
AXL	PTPN11	9606.ENSP00000301178	9606.ENSP00000340944	0	0	0	0	0	0.243	0	0	0.243
AXL	SRC	9606.ENSP00000301178	9606.ENSP00000362680	0	0	0	0.698	0	0.494	0	0	0.494
BACE2	PCSK7	9606.ENSP00000332979	9606.ENSP00000325917	0	0	0	0	0	0.244	0	0	0.243
BCL2L1	AURKA	9606.ENSP00000302564	9606.ENSP00000216911	0	0	0	0	0	0.270	0	0	0.270
BCL2L1	GSK3A	9606.ENSP00000302564	9606.ENSP00000222330	0	0	0	0	0	0.270	0	0	0.270
BCL2L1	MAPK14	9606.ENSP00000302564	9606.ENSP00000229795	0	0	0	0	0	0.270	0	0	0.270
BCL2L1	MDM2	9606.ENSP00000302564	9606.ENSP00000258149	0	0	0	0	0	0.176	0	0	0.175
BCL2L1	PPP1CC	9606.ENSP00000302564	9606.ENSP00000341779	0	0	0	0	0	0.154	0	0	0.154
BCL2L1	PGR	9606.ENSP00000302564	9606.ENSP00000325120	0	0	0	0	0	0.182	0	0	0.181
BCL2L1	PDPK1	9606.ENSP00000302564	9606.ENSP00000344220	0	0	0	0	0	0.270	0	0	0.270
BCL2L1	CHEK1	9606.ENSP00000302564	9606.ENSP00000388648	0	0	0	0	0	0.270	0	0	0.270
BCL2L1	GSK3B	9606.ENSP00000302564	9606.ENSP00000324806	0	0	0	0	0	0.270	0	0	0.270
BCL2L1	CASP1	9606.ENSP00000302564	9606.ENSP00000433138	0	0	0	0	0	0.538	0	0	0.538
BCL2L1	CASP7	9606.ENSP00000302564	9606.ENSP00000358327	0	0	0	0	0	0.178	0	0	0.177
BCL2L1	MTOR	9606.ENSP00000302564	9606.ENSP00000354558	0	0	0	0	0	0.495	0	0	0.495
BCL2L1	CDK1	9606.ENSP00000302564	9606.ENSP00000378699	0	0	0	0	0	0.281	0	0	0.281
BCL2L1	MAPK9	9606.ENSP00000302564	9606.ENSP00000394560	0	0	0	0	0	0.281	0	0	0.281
BCL2L1	CASP3	9606.ENSP00000302564	9606.ENSP00000311032	0	0	0	0	0	0.178	0	0	0.177
BCL2L1	MAPK8	9606.ENSP00000302564	9606.ENSP00000378974	0	0	0	0	0	0.690	0	0	0.690
BCL2L1	CASP8	9606.ENSP00000302564	9606.ENSP00000351273	0	0	0	0	0	0.727	0	0	0.727
BRAF	MAPK1	9606.ENSP00000288602	9606.ENSP00000215832	0	0	0	0.584	0	0.835	0	0	0.835
BRAF	AURKA	9606.ENSP00000288602	9606.ENSP00000216911	0	0	0	0.614	0	0.159	0	0	0.159
BRAF	MAPK14	9606.ENSP00000288602	9606.ENSP00000229795	0	0	0	0.606	0	0.247	0	0	0.246
BRAF	TRAP1	9606.ENSP00000288602	9606.ENSP00000246957	0	0	0	0	0	0.161	0	0	0.161
BRAF	MAPK3	9606.ENSP00000288602	9606.ENSP00000263025	0	0	0	0.578	0	0.757	0	0	0.757
BRAF	PIK3CA	9606.ENSP00000288602	9606.ENSP00000263967	0	0	0	0	0	0.188	0	0	0.188
BRAF	ERBB2	9606.ENSP00000288602	9606.ENSP00000269571	0	0	0	0.566	0	0.194	0	0	0.194
BRAF	MAP3K6	9606.ENSP00000288602	9606.ENSP00000419591	0	0	0	0.560	0	0.152	0	0	0.151
BRAF	HDAC2	9606.ENSP00000288602	9606.ENSP00000430432	0	0	0	0	0	0.164	0	0	0.164
BRAF	HSD11B2	9606.ENSP00000288602	9606.ENSP00000316786	0	0	0	0	0	0.185	0	0	0.185
BRAF	PDK1	9606.ENSP00000288602	9606.ENSP00000376352	0	0	0	0	0	0.158	0	0	0.157
BRAF	JAK3	9606.ENSP00000288602	9606.ENSP00000391676	0	0	0	0.563	0	0.184	0	0	0.183
BRAF	JAK1	9606.ENSP00000288602	9606.ENSP00000343204	0	0	0	0.563	0	0.179	0	0	0.179
BRAF	MAPK11	9606.ENSP00000288602	9606.ENSP00000333685	0	0	0	0.599	0	0.247	0	0	0.246
BRAF	TYK2	9606.ENSP00000288602	9606.ENSP00000431885	0	0	0	0.565	0	0.352	0	0	0.352
BRAF	JAK2	9606.ENSP00000288602	9606.ENSP00000371067	0	0	0	0.570	0	0.184	0	0	0.183
BRAF	MAP3K1	9606.ENSP00000288602	9606.ENSP00000382423	0	0	0	0.567	0	0.505	0	0	0.505
BRAF	PTPN11	9606.ENSP00000288602	9606.ENSP00000340944	0	0	0	0	0	0.171	0	0	0.171
BRAF	SRC	9606.ENSP00000288602	9606.ENSP00000362680	0	0	0	0.656	0	0.427	0	0	0.427
BRAF	NTRK1	9606.ENSP00000288602	9606.ENSP00000431418	0	0	0	0.563	0	0.176	0	0	0.175
BRAF	HSP90AB1	9606.ENSP00000288602	9606.ENSP00000360609	0	0	0	0	0	0.383	0	0	0.383
BRAF	PRKCE	9606.ENSP00000288602	9606.ENSP00000306124	0	0	0	0.557	0	0.526	0	0	0.526
BRAF	PRKCA	9606.ENSP00000288602	9606.ENSP00000408695	0	0	0	0.571	0	0.285	0	0	0.285
BRAF	PPP2CA	9606.ENSP00000288602	9606.ENSP00000418447	0	0	0	0	0	0.424	0	0	0.424
BRAF	MAP2K1	9606.ENSP00000288602	9606.ENSP00000302486	0	0	0	0.577	0	0.993	0	0	0.993
BRD4	MAPK1	9606.ENSP00000263377	9606.ENSP00000215832	0	0	0	0	0	0.160	0	0	0.159
BRD4	MAPK14	9606.ENSP00000263377	9606.ENSP00000229795	0	0	0	0	0	0.160	0	0	0.159
BRD4	MAPK3	9606.ENSP00000263377	9606.ENSP00000263025	0	0	0	0	0	0.160	0	0	0.159
BRD4	MAPK11	9606.ENSP00000263377	9606.ENSP00000333685	0	0	0	0	0	0.160	0	0	0.159
BRD4	PIK3C2G	9606.ENSP00000263377	9606.ENSP00000445381	0	0	0	0	0	0.203	0	0	0.203
BRD4	PTPN1	9606.ENSP00000263377	9606.ENSP00000360683	0	0	0	0	0	0.171	0	0	0.171
BRD4	PIK3CD	9606.ENSP00000263377	9606.ENSP00000366563	0	0	0	0	0	0.203	0	0	0.203
BRD4	PIK3CG	9606.ENSP00000263377	9606.ENSP00000352121	0	0	0	0	0	0.203	0	0	0.203
BRD4	PIK3CB	9606.ENSP00000263377	9606.ENSP00000289153	0	0	0	0	0	0.203	0	0	0.203
BRD4	PRKDC	9606.ENSP00000263377	9606.ENSP00000313420	0	0	0	0	0	0.203	0	0	0.203
BRD4	MTOR	9606.ENSP00000263377	9606.ENSP00000354558	0	0	0	0	0	0.203	0	0	0.203
BRD4	CHEK1	9606.ENSP00000263377	9606.ENSP00000388648	0	0	0	0	0	0.188	0	0	0.188
BRD4	PIK3CA	9606.ENSP00000263377	9606.ENSP00000263967	0	0	0	0	0	0.203	0	0	0.203
BRD4	MAP2K1	9606.ENSP00000263377	9606.ENSP00000302486	0	0	0	0	0	0.224	0	0	0.224
BRD4	JUN	9606.ENSP00000263377	9606.ENSP00000360266	0	0	0	0	0	0.245	0	0	0.245
BRD4	HDAC6	9606.ENSP00000263377	9606.ENSP00000334061	0	0	0	0	0	0.171	0	0	0.171
BRD4	HDAC2	9606.ENSP00000263377	9606.ENSP00000430432	0	0	0	0	0	0.171	0	0	0.171
BRD4	HDAC1	9606.ENSP00000263377	9606.ENSP00000362649	0	0	0	0	0	0.171	0	0	0.171
BRD4	CDK8	9606.ENSP00000263377	9606.ENSP00000370938	0	0	0	0	0	0.308	0	0	0.308
BRD4	AR	9606.ENSP00000263377	9606.ENSP00000363822	0	0	0	0	0	0.644	0	0	0.644
BRD4	CDK9	9606.ENSP00000263377	9606.ENSP00000362361	0	0	0	0	0	0.893	0	0	0.893
CASP1	IL1B	9606.ENSP00000433138	9606.ENSP00000263341	0	0	0	0	0	0.773	0	0	0.773
CASP1	PAK1	9606.ENSP00000433138	9606.ENSP00000278568	0	0	0	0	0	0.213	0	0	0.213
CASP1	BCL2L1	9606.ENSP00000433138	9606.ENSP00000302564	0	0	0	0	0	0.538	0	0	0.538
CASP1	CASP8	9606.ENSP00000433138	9606.ENSP00000351273	0	0	0	0.578	0	0.270	0	0	0.270
CASP1	PARP1	9606.ENSP00000433138	9606.ENSP00000355759	0	0	0	0	0	0.312	0	0	0.312
CASP1	AR	9606.ENSP00000433138	9606.ENSP00000363822	0	0	0	0	0	0.228	0	0	0.228
CASP1	SYK	9606.ENSP00000433138	9606.ENSP00000364907	0	0	0	0	0	0.339	0	0	0.339
CASP3	MAPK14	9606.ENSP00000311032	9606.ENSP00000229795	0	0	0	0	0	0.282	0	0	0.282
CASP3	MDM2	9606.ENSP00000311032	9606.ENSP00000258149	0	0	0	0	0	0.875	0	0	0.875
CASP3	PRKCQ	9606.ENSP00000311032	9606.ENSP00000263125	0	0	0	0	0	0.213	0	0	0.213
CASP3	LRRK2	9606.ENSP00000311032	9606.ENSP00000298910	0	0	0	0	0	0.326	0	0	0.326
CASP3	BCL2L1	9606.ENSP00000311032	9606.ENSP00000302564	0	0	0	0	0	0.178	0	0	0.177
CASP3	PDE10A	9606.ENSP00000311032	9606.ENSP00000438284	0	0	0	0	0	0.228	0	0	0.228
CASP3	VAV1	9606.ENSP00000311032	9606.ENSP00000472929	0	0	0	0	0	0.213	0	0	0.213
CASP3	MAP3K14	9606.ENSP00000311032	9606.ENSP00000482657	0	0	0	0	0	0.393	0	0	0.392
CASP3	PRKCZ	9606.ENSP00000311032	9606.ENSP00000367830	0	0	0	0	0	0.231	0	0	0.231
CASP3	RET	9606.ENSP00000311032	9606.ENSP00000347942	0	0	0	0	0	0.270	0	0	0.270
CASP3	MAPK9	9606.ENSP00000311032	9606.ENSP00000394560	0	0	0	0	0	0.270	0	0	0.270
CASP3	AR	9606.ENSP00000311032	9606.ENSP00000363822	0	0	0	0	0	0.228	0	0	0.228
CASP3	NMT1	9606.ENSP00000311032	9606.ENSP00000468424	0	0	0	0	0	0.290	0	0	0.290
CASP3	MAPK8	9606.ENSP00000311032	9606.ENSP00000378974	0	0	0	0	0	0.270	0	0	0.270
CASP3	CASP7	9606.ENSP00000311032	9606.ENSP00000358327	0	0	0	0.942	0	0.271	0	0	0.271
CASP3	PRKDC	9606.ENSP00000311032	9606.ENSP00000313420	0	0	0	0	0	0.496	0	0	0.496
CASP3	CASP8	9606.ENSP00000311032	9606.ENSP00000351273	0	0	0	0.835	0	0.768	0	0	0.768
CASP3	PARP1	9606.ENSP00000311032	9606.ENSP00000355759	0	0	0	0	0	0.880	0	0	0.880
CASP7	BCL2L1	9606.ENSP00000358327	9606.ENSP00000302564	0	0	0	0	0	0.178	0	0	0.177
CASP7	CASP3	9606.ENSP00000358327	9606.ENSP00000311032	0	0	0	0.942	0	0.271	0	0	0.271
CASP7	CASP8	9606.ENSP00000358327	9606.ENSP00000351273	0	0	0	0.753	0	0.488	0	0	0.487
CASP7	PARP1	9606.ENSP00000358327	9606.ENSP00000355759	0	0	0	0	0	0.719	0	0	0.719
CASP7	PRKCZ	9606.ENSP00000358327	9606.ENSP00000367830	0	0	0	0	0	0.231	0	0	0.231
CASP7	HSP90AB1	9606.ENSP00000358327	9606.ENSP00000360609	0	0	0	0	0	0.159	0	0	0.158
CASP7	AR	9606.ENSP00000358327	9606.ENSP00000363822	0	0	0	0	0	0.228	0	0	0.228
